Class Title,Attribute/Class/Definition/Priority Complete,Description Abbreviation ,Class Matches Library,Attribute Name,Order for Description,"Type (List,MultilineString,Date,Boolean,Integer,Real)","Dimensions (Unit)
AKA Measurement Type",Preferred Unit,"Is Multivalue (True,False)",Description,Default Value,Authorized Values (comma delimited),Authorized Abbreviation (comma delimited),Minimum (inclusive),Maximum (inclusive),"Required (True,False)"
"Fitting, Pipe",3,"FTG,PIPE",FALSE,Length,,Real,Length,Inch,FALSE,,,,,,,TRUE
"Fitting, Pipe",3,"FTG,PIPE",FALSE,Pipe Size,,Real,Diameter,Inch,FALSE,,,,,,,TRUE
"Fitting, Pipe",3,"FTG,PIPE",FALSE,Pipe Schedule ,,List,Length,Inch,FALSE,,,"10, 40, 80, 160, XXH","10, 40, 80, 160, XXH",,,TRUE
"Fitting, Pipe",3,"FTG,PIPE",FALSE,Pipe Thread Type,,List,,,FALSE,,,"NPT, NPTF, BSPT, NA","NPT, NPTF, BSPT, NA",,,TRUE
"Fitting, Pipe",3,"FTG,PIPE",FALSE,Pipe Threading,,List,,,FALSE,,,"Threaded Both Ends, Threaded One End, Unthreaded","TBE, TOE, NOTHD",,,TRUE
"Fitting, Plug",3,"FTG,PLG",FALSE,Plug Hole OD,,Real,,,FALSE,,,,,,,
"Fitting, Plug",3,"FTG,PLG",FALSE,Plug End 1 Sealing Type,,List,,,FALSE,,,"JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, ","JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, ",,,
"Fitting, Plug",3,"FTG,PLG",FALSE,Plug End 1 Size,,List,,,FALSE,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64",,,
"Fitting, Restrictor ",3,"FTG,RSTR",FALSE,Restrictor Orifice Size,,Real,Diameter,,FALSE,,,,,,,
"Fitting, Restrictor ",3,"FTG,RSTR",FALSE,Restrictor Material,,List,,,FALSE,,,"Brass, Stainless, Plastic ","BRS, SST, PLSTC",,,
"Fitting, Restrictor ",3,"FTG,RSTR",FALSE,Restrictor Connection Type,,List,,,FALSE,,,"Barbed, Compression, Threaded, Unthreaded, Push Connect","BARB, CPRSN, THRD, NOTHRD, PUSHCONN",,,
"Fitting, Restrictor ",3,"FTG,RSTR",FALSE,Restrictor Thread Type,,List,,,FALSE,,,"NPT, UNC, UNF, N/A","NPT, UNC, UNF, NA",,,
"Fitting, Straight ",3,"FTG,STR",FALSE,Straight End 1 Gender,,List,,,FALSE,,,"F, M, FS, MS","F, M, FS, MS",,,
"Fitting, Straight ",3,"FTG,STR",FALSE,Straight End 1 Sealing Type,,List,,,FALSE,,,"JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB","JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB",,,
"Fitting, Straight ",3,"FTG,STR",FALSE,Straight End 1 Size,,List,,,FALSE,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64",,,
"Fitting, Straight ",3,"FTG,STR",FALSE,Straight End 2 Gender,,List,,,FALSE,,,"F, M, FS, MS","F, M, FS, MS",,,
"Fitting, Straight ",3,"FTG,STR",FALSE,Straight End 2 Sealing Type,,List,,,FALSE,,,"JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB","JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB",,,
"Fitting, Straight ",3,"FTG,STR",FALSE,Straight End 2 Size,,List,,,FALSE,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64",,,
"Fitting, Straight ",3,"FTG,STR",FALSE,Length Classification,,List,Length,Inch,FALSE,,,"Normal,L,LL,LLL","NORM, L, LL, LLL",,,
"Fitting, Tee",3,"FTG,TEE",FALSE,Tee Fitting Mat.,,,,,FALSE,,,"Steel, Brass, Stainless, Plastic","STL, BRS, SST, PLSTC",,,
"Fitting, Tee",3,"FTG,TEE",FALSE,Tee End 1 Gender,,,,,FALSE,,,"F, M, FS, MS, NA","F, M, FS, MS, NA",,,
"Fitting, Tee",3,"FTG,TEE",FALSE,Tee End 1 Sealing Type,,,,,FALSE,,,"JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, NA","JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, NA",,,
"Fitting, Tee",3,"FTG,TEE",FALSE,Tee End 1 Size,,,,,FALSE,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64, NA","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64, NA",,,
"Fitting, Tee",3,"FTG,TEE",FALSE,Tee End 2 Gender,,,,,FALSE,,,"F, M, FS, MS, NA","F, M, FS, MS, NA",,,
"Fitting, Tee",3,"FTG,TEE",FALSE,Tee End 2 Sealing Type,,,,,FALSE,,,"JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, NA","JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, NA",,,
"Fitting, Tee",3,"FTG,TEE",FALSE,Tee End 2 Size,,,,,FALSE,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64, NA","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64, NA",,,
"Fitting, Tee",3,"FTG,TEE",FALSE,Tee End 3 Gender,,,,,FALSE,,,"F, M, FS, MS, NA","F, M, FS, MS, NA",,,
"Fitting, Tee",3,"FTG,TEE",FALSE,Tee End 3 Size,,,,,FALSE,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64, NA","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64, NA",,,
"Fitting, Tee",3,"FTG,TEE",FALSE,Tee End 3 Sealing Type,,,,,FALSE,,,"JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, NA","JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, NA",,,
"Fitting, Test ",3,"FTG,TEST",FALSE,Angle/Type,,,,,FALSE,,,,,,,
"Fitting, Test ",3,"FTG,TEST",FALSE,End 1 Gender,,List,,,FALSE,,,"F, M, FS, MS","F, M, FS, MS",,,
"Fitting, Test ",3,"FTG,TEST",FALSE,End 1 Sealing Type,,List,,,FALSE,,,"JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, ","JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, ",,,
"Fitting, Test ",3,"FTG,TEST",FALSE,End 1 Size,,List,,,FALSE,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64",,,
"Fitting, Test ",3,"FTG,TEST",FALSE,End 2 Gender,,List,,,FALSE,,,"F, M, FS, MS","F, M, FS, MS",,,
"Fitting, Test ",3,"FTG,TEST",FALSE,End 2 Sealing Type,,List,,,FALSE,,,"JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, ","JIC, ORB, ORFS, CD61, CD62, NPT, BSPP, BARB, ",,,
"Fitting, Test ",3,"FTG,TEST",FALSE,End 2 Size,,List,,,FALSE,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64",,,
"Fitting, Vent",3,"FTG,VENT",FALSE,Vent Compatibility ,,List,,,TRUE,,,"Air, Inert Gas, Oil, Water","AIR, INRTGAS, OIL, H2O",,,TRUE
"Fitting, Vent",3,"FTG,VENT",FALSE,Vent Size,2,Real,Diameter,Inch,FALSE,,,,,,,TRUE
"Fitting, Vent",3,"FTG,VENT",FALSE,Vent Thread Type,3,List,,,FALSE,,,"NPT, UNF, BSPT, UNC, NPSM","NPT, UNF, BSPT, UNC, NPSM",,,TRUE
Fluid Level Switch,3,"SW,FLLVL",TRUE,Logic,,List,,,FALSE,,,"N.O., N.C.","N.O., N.C.",,,TRUE
Fluid Level Switch,3,"SW,FLLVL",TRUE,Fluid Level Mnt Type,1,,,,FALSE,,,"1/4-18, M14X1.5","1_4-18, M14X1.5",,,
Fluid Tank,2,FLTK,TRUE,Tank Capacity,2,Real,Volume,Gallon,FALSE,,,,,,,TRUE
Fluid Tank,2,FLTK,TRUE,Tank Pressurized,,Boolean,,,FALSE,,,"Pressurized, Non-Pressurized","PRESS, NOPRESS",,,
Fluid Tank,2,FLTK,TRUE,Tank Type,1,List,,,FALSE,,,"Water, Hydraulic, Surge","H2O, HYDR, SURGE",,,
Fuel Cap,2,FUELCAP,FALSE,Fuel Type,,List,,,FALSE,,,"Gasoline(Petrol), Diesel, Diesel & Gasoline",,,,
Fuel Cap,2,FUELCAP,FALSE,Cap Product Compliance ,,List,,,FALSE,,,,,,,
Fuel Tank,2,FUELTK,FALSE,Fuel Tank Material,,List,,,FALSE,,,"Metalic, Non-Metalic","MTLC, NM",,,
Fuel Tank,2,FUELTK,FALSE,Fuel Type,,List,,,FALSE,,,"Gasoline(Petrol), Diesel, Diesel & Gasoline","GAS, DSL, GASDSL",,,
Fuel Tank,2,FUELTK,FALSE,Tank Product Compliance  ,,List,,,FALSE,,,EPA,,,,
Formed Rubber Atmospheric Intake Hose (Included in Hose),,,FALSE,Inner Diameter,,Real,Diameter,Inch,,,,,,,,
Formed Rubber Atmospheric Intake Hose (Included in Hose),,,FALSE,Internal Spring Req.,,Boolean,,,,,,,,,,
Formed Rubber Atmospheric Intake Hose (Included in Hose),,,FALSE,Material Code,,Free Text?,,,,,,,,,,
Formed Rubber Atmospheric Intake Hose (Included in Hose),,,FALSE,Maximum Burst Rating,,Real,Pressure,PSI,,,,,,,,
Formed Rubber Atmospheric Intake Hose (Included in Hose),,,FALSE,Maximum Temperature Rating,,Real,Temperature,Fahrenheit,,,,,,,,
Formed Rubber Atmospheric Intake Hose (Included in Hose),,,FALSE,Minimum Vacuum Rating,,Real,Vacuum,PSI,,,,,,,,
Formed Rubber Atmospheric Intake Hose (Included in Hose),,,FALSE,Textile Reinforcement,,Boolean,,,,,,,,,,
Formed Rubber Atmospheric Intake Hose (Included in Hose),,,FALSE,Tolerance Code,,Free Text?,,,,,,,,,,
Formed Rubber Atmospheric Intake Hose (Included in Hose),,,FALSE,Wall Thickness,,Real,Only If Varying From Tolerance,,,,,,,,,
Formed Rubber Atmospheric Intake Hose (Included in Hose),,,FALSE,Wall Thickness Tolerance,,Real,Only If Varying From Tolerance,,,,,,,,,
Formed Rubber CAC Hose (Inlcuded in Hose),,,FALSE,Inner Diameter,,Real,Diameter,Inch,,,,,,,,
Formed Rubber CAC Hose (Inlcuded in Hose),,,FALSE,Internal Spring Req.,,Boolean,,,,,,,,,,
Formed Rubber CAC Hose (Inlcuded in Hose),,,FALSE,Material Code,,Free Text?,,,,,,,,,,
Formed Rubber CAC Hose (Inlcuded in Hose),,,FALSE,Maximum Burst Rating,,Real,Pressure,PSI,,,,,,,,
Formed Rubber CAC Hose (Inlcuded in Hose),,,FALSE,Maximum Temperature Rating,,Real,Temperature,Fahrenheit,,,,,,,,
Formed Rubber CAC Hose (Inlcuded in Hose),,,FALSE,Minimum Vacuum Rating,,Real,Vacuum,PSI,,,,,,,,
Formed Rubber CAC Hose (Inlcuded in Hose),,,FALSE,Textile Reinforcement,,Boolean,,,,,,,,,,
Formed Rubber CAC Hose (Inlcuded in Hose),,,FALSE,Tolerance Code,,Free Text?,,,,,,,,,,
Formed Rubber CAC Hose (Inlcuded in Hose),,,FALSE,Wall Thickness,,Real,Only If Varying From Tolerance,,,,,,,,,
Formed Rubber CAC Hose (Inlcuded in Hose),,,FALSE,Wall Thickness Tolerance,,Real,Only If Varying From Tolerance,,,,,,,,,
Formed Rubber Coolant Hose (Included in Hose),,,FALSE,Inner Diameter,,Real,Diameter,Inch,,,,,,,,
Formed Rubber Coolant Hose (Included in Hose),,,FALSE,Internal Spring Req.,,Boolean,,,,,,,,,,
Formed Rubber Coolant Hose (Included in Hose),,,FALSE,Material Code,,Free Text?,,,,,,,,,,
Formed Rubber Coolant Hose (Included in Hose),,,FALSE,Maximum Burst Rating,,Real,Pressure,PSI,,,,,,,,
Formed Rubber Coolant Hose (Included in Hose),,,FALSE,Maximum Temperature Rating,,Real,Temperature,Fahrenheit,,,,,,,,
Formed Rubber Coolant Hose (Included in Hose),,,FALSE,Minimum Vacuum Rating,,Real,Vacuum,PSI,,,,,,,,
Formed Rubber Coolant Hose (Included in Hose),,,FALSE,Textile Reinforcement,,Boolean,,,,,,,,,,
Formed Rubber Coolant Hose (Included in Hose),,,FALSE,Tolerance Code,,Free Text?,,,,,,,,,,
Formed Rubber Coolant Hose (Included in Hose),,,FALSE,Wall Thickness,,Real,Only If Varying From Tolerance,,,,,,,,,
Formed Rubber Coolant Hose (Included in Hose),,,FALSE,Wall Thickness Tolerance,,Real,Only If Varying From Tolerance,,,,,,,,,
Fuel,2,FUEL,TRUE,Fuel Taxed ,2,Boolean,,,FALSE,,,"Taxed, Untaxed","TAX, NOTAX",,,TRUE
Fuel,2,FUEL,TRUE,Fuel Type,1,List,,,FALSE,,,"Gasoline, Diesel, other","GAS, DSL, OTHER",,,TRUE
Fuel Pump,2,FUELPMP,FALSE,Flow Rate,1,Real,Volumetric Flow,GPM,FALSE,,,,,,,FALSE
Fuel Pump,2,FUELPMP,FALSE,Max Pressure,,Real,Pressure,PSI,FALSE,,,,,,,FALSE
Fuel Pump,2,FUELPMP,FALSE,Nominal Pressure,,Real,Pressure,PSI,FALSE,,,,,,,FALSE
Fuel Pump,2,FUELPMP,FALSE,Power Type,,List,,,FALSE,,,"Electric, Compression, Manual, Other ","ELEC, CPRSN, MANUAL, OTHER",,,TRUE
Gas Shock,2,GASSH,TRUE,Gas Shock Body OD,,Real,Diameter,Inch,,,,,,,,
Gas Shock,2,GASSH,TRUE,Comp Length,,Real,Length,Inch,FALSE,,,,,,,
Gas Shock,2,GASSH,TRUE,Ext Length,1,Real,Length,Inch,FALSE,,,,,,,
Gas Shock,2,GASSH,TRUE,Gas Shock Ext Force,,Real,Force,Pound,,,,,,,,
Gas Shock,2,GASSH,TRUE,Gas Shock Rod OD,,Real,Diameter,Inch,,,,,,,,
Gasket,3,"SEAL,GSKT",TRUE,Gasket X-S Shape,1,List,,,FALSE,,,"Round, Square, Rectangle, D, X, Double X","RND, SQ, RECT, D, X, XX",,,
Gasket,3,"SEAL,GSKT",TRUE,Gasket Compatibility ,,List,,,TRUE,,,"Water, Diesel, Gasoline, Engine Oil, Hydraulic Oil, ","H2O, DSL, GAS, ENGOIL, HYDROIL",,,
Gasket,3,"SEAL,GSKT",TRUE,Gasket Hardness,,Real,,,FALSE,,,,,,,
Gasket,3,"SEAL,GSKT",TRUE,Gasket ID,,Real,Distance,Inch,FALSE,,,,,,,
Gasket,3,"SEAL,GSKT",TRUE,Gasket Max Temp,,Real,Temperature,Fahrenheit,FALSE,,,,,,,
Gasket,3,"SEAL,GSKT",TRUE,Gasket Min Temp,,Real,Temperature,Fahrenheit,FALSE,,,,,,,
Gasket,3,"SEAL,GSKT",TRUE,Gasket OD,,Real,Distance,Inch,FALSE,,,,,,,
Gasket,3,"SEAL,GSKT",TRUE,Gasket Shape,,List,,,FALSE,,,"Round, Oval, Square, Custom","RND, OVAL, SQ, CUST",,,
Gasket,3,"SEAL,GSKT",TRUE,Gasket Thickness,,Real,Distance,Inch,FALSE,,,,,,,
Gasket,3,"SEAL,GSKT",TRUE,Gasket Width,,Real,Distance,Inch,FALSE,,,,,,,
Gear,2,GEAR,TRUE,Gear Type,1,List,,,FALSE,,,"Helical, Miter, Angular Miter, Spur, Planetary","HLCL, MIT, ANLRMIT, SPUR, PLNTY",,,
Gear,2,GEAR,TRUE,Gear Pitch,,Integer,,,FALSE,,,,,0,,TRUE
Gear,2,GEAR,TRUE,Helix Angle,,List,,,FALSE,,N/A,"15°, 20°, 25°, 30°, 35°, 40°, 45°, NA","15°, 20°, 25°, 30°, 35°, 40°, 45°, NA",0,,TRUE
Gear,2,GEAR,TRUE,Gear Length,,Real,Length,Inch,FALSE,,,,,0,,TRUE
Gear,2,GEAR,TRUE,Pressure Angle,,List,,,FALSE,,,"14.5°, 20°","14.5°, 20°",0,,TRUE
Gear,2,GEAR,TRUE,Miter Shaft Angle,,List,,,FALSE,,N/A,"45°, 60°, 90°, 120°, NA","45°, 60°, 90°, 120°, NA",0,,TRUE
Gear,2,GEAR,TRUE,Miter Straight/Spiral,,List,,,FALSE,,Straight,"Straight, Spiral, N/A","STR, SPL, NA",,,TRUE
Gear Oil,2,GRO,TRUE,Viscosity Grade Rating Type,1,List,,,FALSE,,,"ISO(68), SAE (80W-90)","ISO68, SAE80W-90",,,TRUE
Gear Oil,2,GRO,TRUE,API GL rating,,List,,,TRUE,,,"GL_4, GL_5, MT_1","GL_4, GL_5, MT_1",,,
Gear Oil,2,GRO,TRUE,Limited slip,4,List,,,FALSE,,,"Limited slip, non-limited slip","LTD, NONLTD",,,
Gear Oil,2,GRO,TRUE,Viscosity Grade,3,List,,,FALSE,,,"32, 46, 68, 100, 150, 220, 320, 460, 680, 1000, 10, 20, 30, 40, 50, 75, 80, 90, 140, 250","32, 46, 68, 100, 150, 220, 320, 460, 680, 1000, 10, 20, 30, 40, 50, 75, 80, 90, 140, 250",,,TRUE
Gear Oil,2,GRO,TRUE,Viscosity Winter Grade,2,List,,,FALSE,,,"10W, 15W, 20W, 75W, 80W, 85W, 90W ","10W, 15W, 20W, 75W, 80W, 85W, 90W ",,,
Gear Rack,2,GRK,TRUE,Gear Rack Type,1,List,,,,,,"Helical, Straight","HLCL, STR",,,
Gear Rack,2,GRK,TRUE,Gear Pitch,,Integer,,,FALSE,,,,,0,,TRUE
Gear Rack,2,GRK,TRUE,Rack Width,,Real,Length,Inch,FALSE,,,,,,,
Gear Rack,2,GRK,TRUE,Rack Length,2,Real,Length,Inch,FALSE,,,,,0,,TRUE
Gear Rack,2,GRK,TRUE,Pressure Angle,,List,,,FALSE,,,"14.5°, 20°","14.5°, 20°",0,,TRUE
Gear Rack,2,GRK,TRUE,Helix Angle,,List,,,FALSE,,N/A,"19°, 31°, 42°, NA","19°, 31°, 42°, NA",0,,TRUE
Gearbox,2,GRBX,TRUE,Gearbox Speed Type,,,,,FALSE,,,"Single Speed, Multi-Speed","SGLSP, MULTSP",,,
Gearbox,2,GRBX,TRUE,Gearbox Max Ratio,,Real,,Ratio,FALSE,Teeth of driven gear/teeth of driver gear,,,,,,TRUE
Gearbox,2,GRBX,TRUE,Gear Box Input-Output Alignment,1,List,,,FALSE,,,"Concentric, Parallel, Angled","CONC, PRL, ANGLE",,,
Gearbox,2,GRBX,TRUE,Gearbox Lowest Ratio- Multi-Speed,,Real,,Ratio,FALSE,Teeth of driven gear/teeth of driver gear,,,,,,TRUE
Gearbox,2,GRBX,TRUE,Gearbox Max Input Torque,,Real,Torque,Foot-Pound,FALSE,,,,,,,
Gearbox,2,GRBX,TRUE,Gearbox No. of Outputs,,Integer,,,FALSE,,1,,,1,,
Gearbox,2,GRBX,TRUE,Gearbox No. of Speeds-Multi-Speed,,Integer,,,FALSE,,,,,,,
Generator,2,GEN,TRUE,Gen. Frequency,3,Real,Frequency,Hz,FALSE,,,,,,,TRUE
Generator,2,GEN,TRUE,Gen. Max Speed,,Real,Angular Velocity,RPM,FALSE,,,,,,,
Generator,2,GEN,TRUE,Gen. Phase,,List,,,,,,"1 Phase, 2 Phase, 3 Phase","1PH, 2PH, 3PH",,,
Generator,2,GEN,TRUE,Gen. Power Rating,1,Real,Power,kW,FALSE,,,,,,,TRUE
Generator,2,GEN,TRUE,Gen. Rated Speed,,Real,Angular Velocity,RPM,FALSE,,,,,,,
Generator,2,GEN,TRUE,Gen. Voltage,2,Real,Voltage,V,FALSE,,,,,,,TRUE
Grease,2,GRS,TRUE,Grease Base Oil Type,3,List,,,FALSE,,,"Mineral, Part Synthetic, Synthetic, Silicone, Fluoropolymer, Other","MNRL, SYNTH, PARTSYNTH, SILICONE, FP, OTHER",,,FALSE
Grease,2,GRS,TRUE,Grease Base Oil VI,,Real,,,FALSE,,,,,,,FALSE
Grease,2,GRS,TRUE,Grease EP,,Boolean,,,,,,,,,,
Grease,2,GRS,TRUE,Grease NLGI Consistency,2,List,,,FALSE,,2,"000, 00, 0, 1, 2, 3, 4, 5, 6","000, 00, 0, 1, 2, 3, 4, 5, 6",,,TRUE
Grease,2,GRS,TRUE,Grease % Molybdenum Disulfide,,Real,Percent,,FALSE,,0,,,0,100,TRUE
Grease,2,GRS,TRUE,Grease Thickener Type,1,List,,,TRUE,,,"Aluminum Complex, Barium Complex, Calcium Soap, Calcium Complex, Calcium Sulfonate, Carbon Black, Bentone, Lithium Soap, Lithium Complex, Polyurea, PTFE, Silica, Sodium Soap, Other
","ALCPLX, BACPLX, CASOAP, CACPLX, CASULF, CBLK, BENTONE, LISOAP, LICPLX, PU, PTFE, SILICA, NASOAP, OTHER",,,
Grinder Hammer,3,GRINDERHMR,FALSE,Hole Size,4,Real,Diameter,Inch,FALSE,,,,,,,
Grinder Hammer,3,GRINDERHMR,FALSE,Length,1,Real,Length,Inch,FALSE,,,,,,,
Grinder Hammer,3,GRINDERHMR,FALSE,Number of Holes,3,Integer,,,FALSE,,,,,,,
Grinder Hammer,3,GRINDERHMR,FALSE,Thickness,,Real,Length,Inch,FALSE,,,,,,,
Grinder Hammer,3,GRINDERHMR,FALSE,Width,2,Real,Length,Inch,FALSE,,,,,,,
Grinder Tip  ,3,GRINDERTIP,FALSE,Coating,5,List,,,,,,"Hardfaced, Premium Grit",,,,
Grinder Tip  ,3,GRINDERTIP,FALSE,Edge Style,2,List,,,,,,"Single, Double",,,,
Grinder Tip  ,3,GRINDERTIP,FALSE,Length,3,Real,Length,Inch,FALSE,,,,,,,
Grinder Tip  ,3,GRINDERTIP,FALSE,Style,1,List,,,,,,"Wing, Wide, Regular",,,,
Grinder Tip  ,3,GRINDERTIP,FALSE,Width,4,Real,Length,Inch,,,,,,,,
Grommet,3,GROM,TRUE,Grommet Mat. Thickness,,Real,,,,,,,,,,
Grommet,3,GROM,TRUE,Grommet ID,,Real,,,,,,,,,,
Grommet,3,GROM,TRUE,Grommet OD,,Real,,,,,,,,,,
Grommet,3,GROM,TRUE,Grommet Type ,1,List,,,,,,"Symmetrical, bumper, flat, slit web, push in","SYMM, BMPR, FLAT, SLIT, PUSHIN",,,
Gusset,2,GUS,TRUE,Gusset Material,1,List,,,,,,"Steel, Aluminum, Plastic","STL, AL, PLSTC",,,
Gusset,2,GUS,TRUE,Gusset Angle,,Real,Length,Inch,,,,,,,,
Gusset,2,GUS,TRUE,Gusset Material Thickness,,Real,Length,Inch,,,,,,,,
Handle,3,HDL,TRUE,Handle Locking,,Boolean,,,FALSE,,,"Locking, Nonlocking","LKG, NOLKG",,,TRUE
Handle,3,HDL,TRUE,Handle Style,1,List,,,FALSE,,,"Pull, Folding, Offset, Recessed, Edge Pull, Arm Pull, Foot Pull, Knob, Lever, Crank","PULL, FLDG, OFS, REC, EDGEPULL, ARMPULL, FTPULL, KNOB, LEVER, CRANK",,,TRUE
HDD Collar,3,HDDCOLLAR,FALSE,Thread Size,1,List,,,FALSE,,,"1.625-in (4.13-cm) LPT Hex, 2.125-in (5.4-cm) LPT Hex, QuickFire 300, QuickFire 400, QuickFire 460, QuickFire 700, QuickFire HD 300, QuickFire HD 400, QuickFire HD 460","1.625LPTHEX, 2.125LPTHEX, QF300, QF400, QF460, QF700, QFHD300, QFHD400, QFHD460",,,
HDD Collar,3,HDDCOLLAR,FALSE,Coating,2,List,,,FALSE,,,Hardfaced,HARDFACED,,,
HDD Collar,3,HDDCOLLAR,FALSE,Drill Rod Size,3,Real,,Inch,FALSE,,,,,,,
Heat Shrink Tubing,3,HST,FALSE,Before ID,1,Real,Diameter,Inch,FALSE,,,,,,,
Heat Shrink Tubing,3,HST,FALSE,Shrink Ratio,,List,,,FALSE,,,"2:1, 3:1, 4:1, 6:1","2:1, 3:1, 4:1, 6:1",,,
Hinge,3,HNG,TRUE,Hinge Door Weight,,List,,,,,,,,,,
Hose ,2,HOSE ,TRUE,Hose Type,1,List,,,,,,"Air Intake, CAC, Coolant, ","AITINTK, CAC, COOL",,,
Hose ,2,HOSE ,TRUE,Hose OD,,Real,Diameter,Inch,,,,,,,,
Hose ,2,HOSE ,TRUE,Hose Max Temp,,Real,Temperature,Fahrenheit,,,,,,,,
Hose ,2,HOSE ,TRUE,Hose Wall Thickness,,Real,Length,Inch,,,,,,,,
Hose Assembly,2,HOSEASSY,FALSE,Clocking Angle,,Real,Angle,Degree,FALSE,,,"STR, 22 AND ONE HALF, 30, 45, 60, 67, 90S, 90M, 90L","STR, 22 AND ONE HALF, 30, 45, 60, 67, 90S, 90M, 90L",,,
Hose Assembly,2,HOSEASSY,FALSE,Covering,,List,,,,,,"None, Nylon, Poly, Spring","NONE, NYL, POLY, SPR",,,
Hose Assembly,2,HOSEASSY,FALSE,End B Angle,,List,Angle,Degree,FALSE,,,"STR, 22 AND ONE HALF, 30, 45, 60, 67, 90S, 90M, 90L","STR, 22 AND ONE HALF, 30, 45, 60, 67, 90S, 90M, 90L",,,
Hose Assembly,2,HOSEASSY,FALSE,End B Connection Gender,,List,,,FALSE,,,"F, FS, M, MS","F, FS, M, MS",,,
Hose Assembly,2,HOSEASSY,FALSE,End B Connection Size,,List,,,FALSE,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64",,,
Hose Assembly,2,HOSEASSY,FALSE,End B Sealing Type,,List,,,FALSE,,,"JIC, ORB, ORFS, CD61, CD62, NPT, BSPP","JIC, ORB, ORFS, CD61, CD62, NPT, BSPP",,,
Hose Assembly,2,HOSEASSY,FALSE,End C Angle,,List,Angle,Degree,FALSE,,,"STR, 22 AND ONE HALF, 30, 45, 60, 67, 90S, 90M, 90L","STR, 22 AND ONE HALF, 30, 45, 60, 67, 90S, 90M, 90L",,,
Hose Assembly,2,HOSEASSY,FALSE,End C Connection Gender,,List,,,FALSE,,,"F, FS, M, MS","F, FS, M, MS",,,
Hose Assembly,2,HOSEASSY,FALSE,End C Connection Size,,List,,,FALSE,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64",,,
Hose Assembly,2,HOSEASSY,FALSE,End C Sealing Type,,List,,,FALSE,,,"JIC, ORB, ORFS, CD61, CD62, NPT, BSPP","JIC, ORB, ORFS, CD61, CD62, NPT, BSPP",,,
Hose Assembly,2,HOSEASSY,FALSE,Fluid Type,1,List,,,FALSE,,,"Hydraulic, Pneumatic, Grease, Coolant, Diesel Fuel, Biodiesel, Gasoline, Mud, Water","HYDR, PNEU, GRS, COOLM DSL, GAS, MUD, H2O",,,
Hose Assembly,2,HOSEASSY,FALSE,Generic,,Boolean,,,FALSE,,,,,,,
Hose Assembly,2,HOSEASSY,FALSE,Hose Size,2,List,,,FALSE,,,"2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64","2, 3, 4, 5, 6, 8, 10, 12, 16, 20, 24, 32, 40, 48, 64",,,
